Sample A,Sample B,Spearman Rho,p-value,Significant?
Cl2_3,SO2_7,0.44493613453910363,1.4031670204102233e-06,✅
Cl2_1,SO2_2,0.44486574287987113,1.4091917235439776e-06,✅
Diborane_1,HCl_3,0.4448334583848799,1.4119630923522399e-06,✅
Arsine_3,Arsine_4,0.44474825599070344,1.419301871561296e-06,✅
Diborane_1,NO2_4,0.4447096090523532,1.4226425717406802e-06,✅
Phosgene_7,HCl_4,0.444688437053947,1.424475869775962e-06,✅
Diborane_6,HNO3_2,0.4446701789150773,1.4260586525126808e-06,✅
HCl_4,HCN_3,0.4443105386707739,1.4575774209752882e-06,✅
Phosgene_5,F2_1,0.44385483974813106,1.4984635458406647e-06,✅
H2S_5,HF_1,0.44376804138443504,1.5063734689083414e-06,✅
H2S_5,HCN_4,0.44366535990557315,1.5157819074045362e-06,✅
F2_5,HCN_6,0.4436081988062858,1.5210435302013066e-06,✅
Diborane_2,Cl2_6,0.4434118423227546,1.539250095420065e-06,✅
Phosgene_3,HF_2,0.44333879543958826,1.5460756963471468e-06,✅
F2_4,SO2_6,0.44315938142442185,1.562962318647098e-06,✅
Diborane_1,F2_6,0.4431043311653724,1.5681786411691764e-06,✅
F2_2,HF_3,0.4429736083105543,1.5806315379550463e-06,✅
Arsine_5,Hydrazine_7,0.44288892170861577,1.5887488850329501e-06,✅
F2_7,HCN_7,0.4427322375751195,1.603871555008049e-06,✅
Arsine_3,Hydrazine_5,0.4426755841905636,1.6093730585951346e-06,✅
H2S_6,HCN_3,0.44266394829230044,1.610505209705153e-06,✅
Diborane_1,HF_4,0.44264200465515446,1.6126423380679889e-06,✅
Diborane_6,H2S_2,0.4425070261716561,1.625847332693191e-06,✅
Phosgene_3,F2_7,0.4424998809126852,1.626549203115993e-06,✅
Phosgene_6,HNO3_2,0.4424173426810159,1.6346776741704236e-06,✅
Diborane_6,H2S_4,0.44236755675874545,1.6395992468226729e-06,✅
HCl_7,SO2_4,0.4421770651728638,1.6585601531189942e-06,✅
Diborane_1,Cl2_4,0.442094482761693,1.6668445162228342e-06,✅
H2S_6,NO2_1,0.44209287818129067,1.6670058693721807e-06,✅
HCl_6,SO2_3,0.44193623680437355,1.6828288129316292e-06,✅
SO2_5,HF_5,0.4418182034814411,1.6948456910931487e-06,✅
Phosgene_6,H2S_1,0.4415541111840793,1.7220277778251287e-06,✅
H2S_4,Cl2_3,0.4415508942858843,1.7223614133931375e-06,✅
HCl_3,HCN_3,0.44149534136866264,1.7281326648516272e-06,✅
Cl2_5,HCN_4,0.4414837114748586,1.729343181482118e-06,✅
H2S_4,HNO3_6,0.4414032263671954,1.7377426453635092e-06,✅
Diborane_2,Cl2_7,0.4413445210043313,1.743893520768391e-06,✅
Diborane_5,F2_5,0.44133023076480304,1.745393903515593e-06,✅
HCN_2,HF_7,0.44104862777793485,1.77521102915247e-06,✅
Arsine_3,Hydrazine_4,0.44089878452519093,1.7912729812435089e-06,✅
Diborane_5,NO2_1,0.44075757142721045,1.8065357500867788e-06,✅
SO2_3,HNO3_6,0.44055960711774367,1.8281398508378944e-06,✅
HCN_2,HNO3_7,0.4405437011709097,1.8298862656566465e-06,✅
H2S_2,SO2_2,0.44053627275006624,1.8307024202524743e-06,✅
Arsine_6,Diborane_2,0.4403676499858111,1.8493218623263092e-06,✅
Phosgene_2,H2S_4,0.4402001624666986,1.8679933811915342e-06,✅
H2S_2,F2_1,0.4400980324752775,1.8794663084066577e-06,✅
Phosgene_6,HF_2,0.43971914982804117,1.9226143094018233e-06,✅
Diborane_5,H2S_2,0.43957300260286725,1.9395072223916646e-06,✅
Phosphine_7,SO2_3,0.43956986174252066,1.9398718072054438e-06,✅
Diborane_1,HF_1,0.439550808009029,1.9420849179260194e-06,✅
HCN_2,HNO3_3,0.43925652117916636,1.9765717201142306e-06,✅
F2_7,SO2_6,0.43918611548220987,1.984907934818345e-06,✅
Phosphine_7,H2S_1,0.4391543968790042,1.988674365060793e-06,✅
Phosgene_1,H2S_3,0.4390019672993078,2.0068692276221555e-06,✅
H2S_2,HNO3_7,0.43882141950089315,2.028624343890545e-06,✅
Diborane_1,Cl2_3,0.4387314970400062,2.0395426665418954e-06,✅
Cl2_6,SO2_2,0.43860079501490307,2.0555116570185914e-06,✅
H2S_4,HF_4,0.43854246309607803,2.062676706385049e-06,✅
Phosgene_3,HNO3_2,0.4383392638583345,2.087821237711154e-06,✅
H2S_3,HF_5,0.4382139148494289,2.1034767448294597e-06,✅
HCN_2,HF_3,0.43812862768259114,2.1141921724983366e-06,✅
Phosgene_2,HNO3_5,0.4379312398045122,2.1391903880758637e-06,✅
Cl2_3,SO2_4,0.4375089313784332,2.1936165143164223e-06,✅
Phosgene_2,F2_5,0.4374977671406785,2.195072964823999e-06,✅
Phosgene_6,HCl_5,0.4374041365381501,2.2073237895578362e-06,✅
Phosgene_7,HNO3_6,0.4373861246549999,2.2096879120765108e-06,✅
H2S_4,Cl2_5,0.4372923420501479,2.222035980030593e-06,✅
H2S_6,NO2_3,0.43727701010986136,2.22406089039614e-06,✅
TA_4,SO2_7,-0.4368764394451582,2.2775878873477767e-06,✅
HCN_2,HF_2,0.4368462168900491,2.2816755100206007e-06,✅
F2_6,SO2_6,0.4367764077684603,2.2911438002877096e-06,✅
Diborane_6,HCN_4,0.43671045862469754,2.300122704107084e-06,✅
Phosgene_6,HNO3_3,0.43653719740489866,2.3238709634163354e-06,✅
SO2_5,HNO3_7,0.4364175066261428,2.3404118359286136e-06,✅
Phosgene_7,F2_4,0.436023788486638,2.3956119172077284e-06,✅
Diborane_3,Diborane_5,0.435927481970524,2.4093005974590807e-06,✅
SO2_6,HNO3_1,0.4358680611273173,2.4177833587541926e-06,✅
H2S_2,HF_2,0.43578128056047577,2.4302227099322992e-06,✅
Phosgene_2,HCN_3,0.4357288823520004,2.4377628998272378e-06,✅
Phosgene_1,HCN_3,0.43563361295395897,2.451529070573662e-06,✅
F2_3,HF_7,0.4355903178876137,2.4578093697821604e-06,✅
H2S_2,HF_7,0.435520326996235,2.4679943207303123e-06,✅
Phosgene_2,HNO3_2,0.43550292475658786,2.4705328555312957e-06,✅
Phosgene_2,HCN_5,0.4353838385763009,2.48797084869084e-06,✅
H2S_7,Cl2_5,0.43494622119332743,2.5530574073697328e-06,✅
HCl_2,SO2_3,0.43492447590915134,2.55633321590589e-06,✅
Phosgene_6,HF_3,0.4348853327375523,2.562239944902475e-06,✅
Diborane_6,HCN_1,0.4348653483049409,2.5652605847675325e-06,✅
HCl_3,SO2_4,0.43475568512008533,2.581896191221142e-06,✅
H2S_5,HNO3_6,0.4347461583164232,2.583346189421162e-06,✅
H2S_6,SO2_5,0.4347149876617131,2.5880958097875642e-06,✅
SO2_6,HF_1,0.4346185815996912,2.6028379985534537e-06,✅
Diborane_1,HF_5,0.4345920712720942,2.606905800060789e-06,✅
Arsine_5,H2S_2,0.4345904130848503,2.6071604356088074e-06,✅
Arsine_7,Diborane_7,0.4344862408531999,2.623204648464534e-06,✅
Phosgene_7,SO2_1,0.43425220669713893,2.659590985368353e-06,✅
Arsine_2,Arsine_4,0.4342092102210409,2.6663275407870966e-06,✅
HCl_1,HCN_3,0.4341559032461855,2.674701924461125e-06,✅
Cl2_5,SO2_4,0.4340697552564139,2.688288157491869e-06,✅
Phosgene_2,H2S_3,0.4340337155236849,2.6939912584691866e-06,✅
F2_4,HCN_1,0.4339272572551492,2.7109046335425732e-06,✅
F2_3,HCN_7,0.43376323343133855,2.737160353254586e-06,✅
HCl_6,SO2_4,0.4337363171282403,2.74149182204112e-06,✅
Arsine_3,Hydrazine_7,0.4336697996247393,2.7522238834875077e-06,✅
F2_2,HCN_7,0.43362985722707903,2.7586873479572344e-06,✅
Diborane_6,HNO3_1,0.4333873196023859,2.798244011477522e-06,✅
HCl_2,SO2_4,0.43337429858908033,2.80038277373866e-06,✅
Cl2_4,SO2_4,0.43330761096344556,2.8113607849862995e-06,✅
Cl2_7,SO2_2,0.4332752990840336,2.8166945415408145e-06,✅
Arsine_3,DM_4,0.4330780866308735,2.849456646212203e-06,✅
Diborane_1,HCl_1,0.43302116876432045,2.858978989540694e-06,✅
H2S_2,HF_4,0.4330062401949471,2.861481512212099e-06,✅
Diborane_4,HCN_1,0.4327898214371539,2.8979939653958817e-06,✅
Cl2_1,HCN_3,0.43265065034222366,2.9217060913343786e-06,✅
H2S_2,HF_1,0.43260404613550707,2.929687490275055e-06,✅
HCl_1,SO2_3,0.4325866647625193,2.9326694854621577e-06,✅
HCl_3,SO2_3,0.4324903659788126,2.949242834253343e-06,✅
Diborane_1,Cl2_5,0.4324675788756745,2.95317751006552e-06,✅
H2S_3,F2_6,0.43234540379357317,2.9743584177713523e-06,✅
Phosgene_5,H2S_3,0.43217392132765536,3.0043299276267515e-06,✅
SO2_1,HNO3_2,0.4321430187720022,3.009761318162134e-06,✅
Diborane_2,Cl2_3,0.4319748872869609,3.039474918531959e-06,✅
H2S_5,SO2_3,0.4317329814799401,3.082713509450088e-06,✅
Phosgene_5,SO2_1,0.43148836647393574,3.127027276407496e-06,✅
HCl_1,SO2_4,0.43137469722677346,3.1478236018899844e-06,✅
Arsine_5,MH-1,0.43112223632844066,3.194481171517845e-06,✅
Arsine_2,Phosphine_4,0.4310872933938929,3.2009902845794953e-06,✅
Cl2_4,SO2_2,0.43108412902303195,3.201580357162085e-06,✅
HCl_4,SO2_3,0.4310708654714918,3.2040547823651792e-06,✅
Cl2_3,SO2_3,0.43088985533968577,3.238004927594196e-06,✅
Diborane_5,H2S_3,0.4308592224222851,3.243783956054001e-06,✅
HCN_4,HNO3_5,0.43033355959775754,3.3444845162674177e-06,✅
Arsine_3,F2_1,0.43030570092533355,3.3499029726372937e-06,✅
Phosgene_7,HCl_1,0.43026584672252577,3.3576689633377694e-06,✅
HCN_3,HNO3_5,0.4302641576052462,3.3579984803621543e-06,✅
Phosgene_5,HCN_1,0.4300926731167179,3.39161161987827e-06,✅
Diborane_4,SO2_3,0.4300810974968434,3.393892008621478e-06,✅
Phosphine_1,H2S_6,0.4299841376891311,3.413050008514521e-06,✅
F2_5,SO2_5,0.4299487453128823,3.4200685120497964e-06,✅
H2S_3,HCl_4,0.4297255327864948,3.464648069388693e-06,✅
Arsine_7,Phosphine_5,0.4296581932064296,3.478204459695791e-06,✅
HCl_6,HCN_3,0.42939142200374775,3.5324034525356146e-06,✅
Phosgene_6,H2S_4,0.42928016659096613,3.5552418400211534e-06,✅
F2_7,HCN_6,0.42906376604892216,3.6000645518008035e-06,✅
Phosgene_4,SO2_6,0.4287885067192793,3.657850462062918e-06,✅
F2_1,HCN_2,0.4287541412427275,3.6651261309991126e-06,✅
Arsine_3,MH-4,0.4285418265659839,3.7103803281702984e-06,✅
H2S_3,HCl_7,0.4283060390408414,3.761256259166479e-06,✅
Diborane_5,HNO3_7,0.42819273722514484,3.7859372080929664e-06,✅
Phosgene_7,HNO3_7,0.4280889617163571,3.808677194242662e-06,✅
Diborane_1,Phosgene_7,0.42806718366432717,3.8134657009944252e-06,✅
Diborane_1,F2_3,0.4280137663405793,3.825235073518898e-06,✅
Cl2_1,SO2_3,0.4276041108463654,3.9166414662807035e-06,✅
Phosgene_3,SO2_5,0.4275391141366051,3.931332479805834e-06,✅
Phosphine_6,H2S_2,0.42743669931888306,3.954586678717366e-06,✅
Cl2_6,SO2_3,0.42740779201468065,3.961173817439753e-06,✅
Diborane_1,MH-5,0.42737511998082456,3.968631306523713e-06,✅
H2S_4,HNO3_7,0.4273519745113161,3.973922352569573e-06,✅
Diborane_6,HNO3_6,0.4273363406468625,3.977500018292388e-06,✅
Arsine_5,Phosphine_6,0.4271924204581658,4.010578059139659e-06,✅
Phosgene_7,HCl_6,0.42717813021863754,4.0138766145985904e-06,✅
Cl2_7,HCN_3,0.4271478383670398,4.020877230017754e-06,✅
Phosphine_1,SO2_6,0.4270638083024114,4.040357467914778e-06,✅
SO2_5,HF_3,0.42705495113187664,4.042415963657206e-06,✅
F2_1,HNO3_2,0.4270086813630774,4.05318563947073e-06,✅
F2_3,HF_3,0.42696377662571344,4.063663503070198e-06,✅
Phosgene_3,SO2_3,0.4268450109846409,4.091499184995546e-06,✅
Phosgene_7,SO2_5,0.4266524398425021,4.137016113376935e-06,✅
Phosgene_6,F2_6,0.4266388483999733,4.140246647288577e-06,✅
SO2_6,HNO3_7,0.4265908647044533,4.1516709004234905e-06,✅
Phosgene_6,HNO3_5,0.42657794015845013,4.15475314185152e-06,✅
Phosgene_7,HCN_4,0.4265085205971155,4.171345309707248e-06,✅
Diborane_1,Phosgene_3,0.4260933975780256,4.271878537987422e-06,✅
HCl_2,HCN_3,0.4260712992971969,4.2772938682181354e-06,✅
Phosgene_7,HCl_3,0.42600156716414317,4.2944247282682696e-06,✅
Phosgene_7,HF_1,0.42593964279285396,4.309691781154598e-06,✅
H2S_2,HNO3_3,0.4258018111147345,4.343857502528698e-06,✅
F2_3,HNO3_2,0.4257167763096508,4.3650633434218695e-06,✅
H2S_2,HF_6,0.42554559726354496,4.408048524970194e-06,✅
H2S_1,HF_4,0.42544627439892974,4.433172657270503e-06,✅
Phosgene_1,F2_5,0.4252747907077428,4.476868727193941e-06,✅
Cl2_4,SO2_7,0.42487263824140964,4.580942468609673e-06,✅
Phosgene_5,SO2_5,0.42469841497755656,4.626735560302699e-06,✅
HCHO_1,TA_4,0.42468210171436604,4.6310454195259955e-06,✅
Diborane_2,HF_2,0.4245391993190833,4.668961683340295e-06,✅
Phosgene_5,HNO3_7,0.42446774812144195,4.6880295405457694e-06,✅
Cl2_4,SO2_3,0.424206770736427,4.758301921500099e-06,✅
Diborane_1,HCl_6,0.4240934586225223,4.789121628244613e-06,✅
H2S_2,HF_5,0.4240488541906138,4.8013051784163786e-06,✅
Phosgene_6,HNO3_6,0.4239522897672602,4.827781738844913e-06,✅
Diborane_1,Phosgene_1,0.42382396162678,4.863180786051007e-06,✅
Diborane_6,HF_3,0.42375525466639186,4.882234023058544e-06,✅
SO2_1,HNO3_4,0.4236477136890192,4.912197906376984e-06,✅
H2S_1,HNO3_1,0.4236306778019684,4.916960472384744e-06,✅
H2S_7,HF_3,0.42356269961798476,4.9360079379718375e-06,✅
Phosgene_7,HF_4,0.42352660974480927,4.94614859183386e-06,✅
Phosphine_1,SO2_4,0.4235235836024655,4.946999780464482e-06,✅
Arsine_5,HCN_4,0.42351607418085147,4.949112616258063e-06,✅
Diborane_6,H2S_6,0.42351259945712766,4.950090545773387e-06,✅
HCl_5,HCN_3,0.42327039233672076,5.0187088249459644e-06,✅
F2_6,HCN_1,0.4232285293359981,5.030659408208731e-06,✅
Phosgene_6,SO2_7,0.4231816265638974,5.044080591937941e-06,✅
F2_2,HCN_1,0.42307133520361523,5.075773653275436e-06,✅
F2_4,HCN_6,0.42290058518650814,5.125210945636227e-06,✅
F2_3,HF_4,0.4225586258520881,5.225588099344709e-06,✅
H2S_1,HNO3_6,0.42255285602465353,5.227297556842036e-06,✅
Diborane_1,HCN_7,0.4222101547651371,5.329783392568985e-06,✅
HCl_3,HCN_1,0.42205195507240495,5.3777304912333414e-06,✅
H2S_3,HCl_6,0.42198024140920476,5.399599251609159e-06,✅
HCl_5,SO2_4,0.4218849733725838,5.42878062019078e-06,✅
Diborane_1,F2_7,0.4218538992678586,5.438331010606368e-06,✅
H2S_5,HNO3_7,0.42179547332965506,5.456330721614361e-06,✅
Phosgene_3,SO2_4,0.4217746699122487,5.4627533447041755e-06,✅
Phosgene_3,HNO3_1,0.42152584922046965,5.540126537428786e-06,✅
Arsine_3,DM_7,0.42152547557325915,5.540243500338784e-06,✅
F2_7,HCN_1,0.4215081729830776,5.545662288588135e-06,✅
H2S_4,Cl2_1,0.42141666274011985,5.5744045318451635e-06,✅
HCl_3,SO2_1,0.4214136516257592,5.575352670149575e-06,✅
Phosphine_7,SO2_4,0.4212286271617003,5.6339058991410436e-06,✅
HCl_7,SO2_1,0.4210706826096511,5.684347902182224e-06,✅
Phosphine_6,H2S_7,0.42040932009541265,5.900228149218279e-06,✅
Phosgene_7,SO2_3,0.4203827420730487,5.909063281744985e-06,✅
Phosgene_7,F2_1,0.4202531283790542,5.952328911498114e-06,✅
Diborane_6,Cl2_3,0.4202007307140887,5.9699041602664495e-06,✅
Arsine_5,Hydrazine_3,0.42011022564818573,6.000376759920059e-06,✅
Arsine_3,F2_5,0.42009741472778683,6.0047019672515064e-06,✅
SO2_5,HF_7,0.4200693557961649,6.01418546588139e-06,✅
H2S_4,Cl2_4,0.4198532372011202,6.087705222757617e-06,✅
F2_1,HNO3_5,0.41985300071927706,6.087786132044145e-06,✅
HCN_2,HF_6,0.4198036026144227,6.104709324014087e-06,✅
Cl2_6,SO2_7,0.4196995715321752,6.140494339876499e-06,✅
Phosgene_1,F2_4,0.41934807772479205,6.262871598243929e-06,✅
Diborane_1,HCl_4,0.419291915269179,6.2826371510743335e-06,✅
H2S_5,HF_7,0.41927086434632704,6.290060861169922e-06,✅
HCl_3,SO2_7,0.419266100933151,6.291741849337394e-06,✅
Phosgene_6,HCN_2,0.4189451822685024,6.405973542366604e-06,✅
Arsine_5,MH-4,0.4186288006220892,6.520502677140035e-06,✅
H2S_4,Cl2_6,0.41835274060799166,6.622010239931932e-06,✅
Phosgene_6,F2_2,0.4182647879809845,6.6546622461891844e-06,✅
Phosgene_1,Cl2_1,0.4182630131125435,6.655322717864622e-06,✅
Cl2_5,HCN_2,0.41823066518674823,6.667371001049076e-06,✅
HCl_6,SO2_2,0.418013323267839,6.7488568584368275e-06,✅
H2S_2,HNO3_2,0.41797027582518936,6.76510721804841e-06,✅
F2_3,HNO3_5,0.4179228184174933,6.783065085890298e-06,✅
Phosgene_1,HCN_6,0.4178533576280414,6.80943007364213e-06,✅
H2S_4,HF_3,0.4177583004284997,6.845667213441473e-06,✅
Arsine_1,Arsine_2,0.41747133453017876,6.956168679006211e-06,✅
Diborane_1,H2S_1,0.4172732122829955,7.033438166874973e-06,✅
HCl_1,HCN_1,0.41724185567627,7.045741444040825e-06,✅
HCl_4,SO2_2,0.41714638206979054,7.083327120318826e-06,✅
Arsine_1,Diborane_1,0.41706442213015965,7.115743479979126e-06,✅
F2_6,HNO3_2,0.417042580256526,7.124405831810481e-06,✅
HCl_1,SO2_1,0.4170417899403762,7.1247194525690016e-06,✅
Phosgene_7,HCl_2,0.4170272967403883,7.130473089931343e-06,✅
Phosgene_7,SO2_2,0.41699018258206183,7.145226968757077e-06,✅
Arsine_3,DM_2,0.4169524791154636,7.160244575740714e-06,✅
Phosgene_3,F2_6,0.4167492331039114,7.241712980057143e-06,✅
Phosgene_1,H2S_4,0.41655412891566357,7.3207391178500556e-06,✅
Arsine_2,Phosphine_3,0.41634353408181535,7.406951539632153e-06,✅
HCHO_1,TA_5,0.4162937311112703,7.427479112723954e-06,✅
Phosgene_6,HNO3_4,0.41608314994236284,7.514869675427939e-06,✅
Cl2_6,SO2_4,0.4158068726361618,7.630994214329399e-06,✅
Diborane_2,HF_6,0.4157588373433428,7.651356124316748e-06,✅
Diborane_5,HCN_7,0.4157193383693701,7.668137883724454e-06,✅
Phosphine_1,HCN_7,0.41570981149763725,7.672190713612109e-06,✅
HCl_4,SO2_1,0.4155879418104779,7.72421373505943e-06,✅
Diborane_2,Cl2_1,0.41555162837667253,7.739779169472229e-06,✅
Phosphine_6,F2_6,0.4155125313503914,7.756570807666113e-06,✅
H2S_4,F2_2,0.4153374569779904,7.832184783692715e-06,✅
HCN_1,HNO3_4,0.4153021342970545,7.847524486484843e-06,✅
Arsine_3,DM_6,0.41529953143748954,7.848655958493522e-06,✅
F2_7,HCN_4,0.4151888001342769,7.896933863649456e-06,✅
Arsine_6,MH-7,0.41511375340458456,7.929812535985025e-06,✅
Cl2_2,SO2_3,0.41508957620282955,7.940432234843161e-06,✅
TA_4,HCN_3,-0.4150677362381833,7.950036834345265e-06,✅
Cl2_2,SO2_4,0.4150066211285451,7.97697174118409e-06,✅
Diborane_2,HF_5,0.4150028461405497,7.978638286107713e-06,✅
Arsine_6,Phosphine_7,0.41483746820196055,8.051970565724754e-06,✅
H2S_7,HNO3_6,0.4148351386626273,8.053008056871338e-06,✅
Cl2_6,HCN_2,0.41479145629990505,8.07248591487629e-06,✅
TA_5,SO2_7,-0.41474562182904084,8.092971109429815e-06,✅
HCl_1,SO2_2,0.4145894166233988,8.163153747900282e-06,✅
H2S_6,SO2_1,0.4145459049164208,8.182805330193635e-06,✅
H2S_3,F2_7,0.4142579502121953,8.313984706703923e-06,✅
H2S_3,HCl_2,0.4141777892099422,8.350853508570577e-06,✅
HCl_7,SO2_2,0.4141501951820295,8.363580547279203e-06,✅
Phosgene_3,F2_3,0.4138959282241066,8.481717695539372e-06,✅
H2S_1,HNO3_7,0.4137653441812387,8.542998695738201e-06,✅
HCl_7,SO2_3,0.41367483912003,8.585715713611449e-06,✅
Phosgene_4,Cl2_3,0.41340151433278854,8.715945448177954e-06,✅
F2_4,HNO3_3,0.4133584840950013,8.736616593864732e-06,✅
Phosgene_1,F2_1,0.4132328248377266,8.797246237930088e-06,✅
H2S_1,SO2_4,0.4131641686545787,8.83053951884238e-06,✅
HCl_6,SO2_7,0.4131212979359939,8.851388863923384e-06,✅
F2_6,HNO3_5,0.4129069443430698,8.956332877661445e-06,✅
HCl_4,SO2_7,0.4128831272771894,8.968065386900607e-06,✅
Diborane_5,F2_7,0.4124811844022334,9.16826279589957e-06,✅
Phosphine_1,H2S_4,0.41236028119797336,9.22930014356222e-06,✅
Cl2_5,SO2_7,0.4123496250014672,9.234698178545348e-06,✅
H2S_5,HF_3,0.41234486158829114,9.237112108879922e-06,✅
HCHO_1,MA_4,0.41230773627776474,9.25594628402135e-06,✅
H2S_3,HCl_1,0.4120685836240779,9.378141184760232e-06,✅
Phosgene_2,HCN_4,0.41205723758169316,9.383976013939812e-06,✅
Phosgene_5,SO2_6,0.41181135931256896,9.511264521599795e-06,✅
H2S_4,HF_7,0.4117991711943372,9.517616276711251e-06,✅
Diborane_4,Phosphine_3,0.4117523769648299,9.542039894581277e-06,✅
HCl_6,SO2_1,0.4117057230864761,9.56644899614199e-06,✅
Arsine_3,Hydrazine_6,0.4116812035827376,9.579301048008006e-06,✅
Phosgene_4,Cl2_4,0.4116533250423485,9.59393350965355e-06,✅
Arsine_4,Phosphine_5,0.41143111654965653,9.711317543116777e-06,✅
F2_5,HNO3_3,0.4114112326057774,9.721887103592496e-06,✅
Arsine_3,Hydrazine_3,0.41124771956197886,9.809216176004196e-06,✅
F2_3,HCN_4,0.4111264070011822,9.874483454900862e-06,✅
Diborane_1,HCN_2,0.4107930958114452,1.0055919088403873e-05,✅
Diborane_6,HNO3_4,0.41055479605863693,1.0187554815363142e-05,✅
Arsine_5,Hydrazine_4,0.41054807701468077,1.0191289792572407e-05,✅
H2S_5,HF_6,0.4104204426651505,1.0262484349497409e-05,✅
Arsine_5,F2_6,0.41039564815608714,1.0276368943504667e-05,✅
F2_2,HNO3_2,0.41037854935135215,1.0285954345331367e-05,✅
Diborane_5,F2_2,0.41024321929749347,1.0362116322348353e-05,✅
Phosgene_1,HCl_7,0.4100070022386977,1.049632955373757e-05,✅
HCl_3,SO2_2,0.40974880140732167,1.0644904353846582e-05,✅
HCHO_5,TA_3,0.40966305997015207,1.0694678181962582e-05,✅
H2S_7,HF_1,0.4096525574704431,1.070079003191824e-05,✅
Diborane_5,Phosgene_6,0.4094810750045252,1.0801049143176613e-05,✅
HCl_3,HCN_4,0.4094020473245039,1.084755052075513e-05,✅
H2S_5,F2_2,0.4093953337715663,1.085150957222229e-05,✅
SO2_5,HF_6,0.4092896747564679,1.0913997166769198e-05,✅
Phosgene_7,HCl_5,0.4092105357184235,1.0961022260954348e-05,✅
H2S_2,HNO3_5,0.40915922177144676,1.0991615273169504e-05,✅
H2S_2,F2_2,0.4089581815394881,1.1112249837105998e-05,✅
F2_6,HCN_6,0.40885804314339275,1.1172801848934342e-05,✅
H2S_2,H2S_3,0.408815277442413,1.1198756045456658e-05,✅
Phosgene_1,F2_2,0.40873993131605557,1.1244621144009855e-05,✅
Phosphine_7,SO2_5,0.40872758798550707,1.1252151670853984e-05,✅
Phosphine_7,HCN_3,0.40870950763553937,1.1263190855224185e-05,✅
Phosgene_3,SO2_7,0.4086999807184256,1.126901173259103e-05,✅
Diborane_1,H2S_3,0.40867898015881315,1.1281852920688926e-05,✅
HCl_5,SO2_1,0.4085284962289188,1.1374272769592058e-05,✅
H2S_7,Cl2_6,0.40844265340535596,1.1427311817129325e-05,✅
Cl2_1,SO2_7,0.40817784721792183,1.1592395444851462e-05,✅
HCl_2,SO2_7,0.4081482945801552,1.1610957480619603e-05,✅
Phosgene_2,F2_2,0.40813497640186186,1.1619331776374398e-05,✅
Diborane_6,Cl2_7,0.40802065421335276,1.1691450170019004e-05,✅
Diborane_6,Cl2_1,0.40794541102612936,1.173914574271425e-05,✅
Phosgene_7,F2_2,0.40758144841220045,1.1972451851720518e-05,✅
F2_2,HNO3_5,0.4073337509270437,1.2133716861472558e-05,✅
F2_2,HCN_6,0.40728611679528276,1.21649626839213e-05,✅
Arsine_4,Control_1_2min,0.40725956271600045,1.2182413790833588e-05,✅
Phosphine_6,F2_1,0.40720610861560586,1.2217614791096882e-05,✅
Arsine_3,MH-2,0.40709389465976364,1.2291822241978822e-05,✅
HCHO_1,Hydrazine_6,0.40704988508326423,1.2321041488851738e-05,✅
H2S_4,Cl2_7,0.4070061282751907,1.2350157674678368e-05,✅
Diborane_7,H2S_6,0.40694323377072983,1.2392121641822961e-05,✅
TA_6,SO2_7,-0.40692030314433647,1.2407454563822266e-05,✅
Phosgene_1,SO2_6,0.40688792826380993,1.2429132917226437e-05,✅
Diborane_1,HCl_2,0.4068402939143782,1.2461093850967306e-05,✅
Phosphine_1,H2S_5,0.4065753998875837,1.2640242973780965e-05,✅
Diborane_4,HF_7,0.4064153801450939,1.2749635766176817e-05,✅
Diborane_2,HF_3,0.4063534556263188,1.2792207087780992e-05,✅
Diborane_3,Phosphine_5,0.4061601633862287,1.2925951404759368e-05,✅
